3,1
29.609,208.775
209.891,33.541
209.934,34.244
36.773,209.754
209.589,37.566
209.248,38.795
208.950,39.643
208.559,40.588
41.226,208.254
207.730,42.209
207.278,42.952
44.175,206.455
45.245,205.688
135.793,139.739
170.177,112.891
111.943,171.300
171.912,111.343
172.531,110.673
109.702,173.304
109.423,173.497
173.840,108.915
107.780,174.498
106.982,174.888
105.405,175.484
175.706,104.613
103.202,175.989
102.373,176.091
101.550,176.156
176.187,100.714
176.194,99.553
98.371,176.156
97.492,176.082
96.688,175.975
95.254,175.672
175.446,94.482
174.828,92.909
174.467,92.184
91.064,173.811
90.382,173.346
89.288,172.478
171.948,88.713
87.916,171.121
87.039,170.070
139.738,64.214
-6.317,44.362
43.390,-6.994
42.171,-7.759
41.430,-8.161
-8.536,40.658
39.655,-8.955
38.820,-9.249
37.638,-9.582
36.731,-9.770
-9.809,36.509
34.302,-9.940
33.219,-9.863
-8.768,29.607
29.001,-8.440
26.802,-6.772
25.551,-5.201
-4.205,24.956
23.857,-0.702
23.780,0.075
0.847,23.749
23.748,199.162
23.780,199.936
23.857,200.710
24.554,203.381
204.629,25.194
25.446,205.043
207.169,27.206
28.959,208.403
158.063,100.836
102.044,157.545
156.905,102.806
156.406,103.288
156.183,103.583
104.166,155.470
155.200,104.424
154.141,105.214
152.223,106.525
107.134,151.367
108.924,148.921
144.971,111.875
113.108,143.353
141.698,114.309
138.918,116.387
137.860,117.218
136.299,118.488
119.093,135.439
119.485,134.832
133.528,120.136
133.230,120.211
132.597,120.469
120.515,132.238
131.576,120.694
120.703,131.168
130.522,120.773
129.512,120.746
128.388,120.680
128.155,122.510
123.778,127.769
127.028,124.975
125.935,126.096
125.144,126.676
123.495,127.823
121.113,129.569
131.925,117.944
115.590,133.707
135.779,112.742
110.838,137.200
138.369,109.231
140.508,106.427
141.764,104.854
103.913,142.449
102.873,143.077
143.581,101.845
143.974,100.731
99.599,144.189
144.221,99.273
98.303,144.247
96.701,144.171
145.623,96.578
146.822,96.335
95.713,148.130
149.230,94.751
150.057,93.716
91.964,151.245
153.369,89.050
155.407,86.374
84.000,157.091
81.674,158.839
161.789,77.684
76.139,162.967
72.492,165.858
166.513,71.524
70.471,167.052
167.223,69.999
167.267,69.797
69.145,167.517
68.789,167.556
68.131,167.724
167.730,67.715
167.795,67.069
65.096,167.699
169.696,64.899
171.005,64.497
63.686,172.188
63.061,172.750
62.698,173.074
60.993,174.243
175.727,58.930
180.068,53.061
184.218,47.509
44.673,186.283
187.097,43.613
42.016,188.370
40.557,189.418
190.036,39.552
190.267,39.074
190.359,38.799
38.049,190.709
37.621,190.784
190.979,36.861
35.361,191.064
195.865,35.421
198.459,35.379
37.606,196.930
38.365,196.384
194.583,40.737
42.422,193.364
190.549,46.062
188.212,49.276
51.639,186.439
54.824,184.118
182.347,57.195
60.045,180.270
175.318,66.710
67.458,174.745
69.043,173.481
172.837,69.895
171.703,71.501
168.460,75.936
78.290,166.697
165.287,80.213
161.726,84.965
88.159,159.407
152.896,96.874
100.945,149.941
103.314,148.119
105.398,146.591
144.127,108.657
138.354,116.522
120.473,135.414
133.581,122.871
130.633,126.877
129.269,128.832
130.930,127.699
132.385,126.817
132.807,126.525
134.358,125.134
124.820,134.729
135.563,124.182
122.992,137.161
138.778,121.823
141.135,120.040
117.145,145.085
153.028,111.218
157.891,107.662
160.721,105.485
162.782,103.985
103.390,163.507
102.992,163.874
102.550,164.175
164.391,102.109
101.637,164.523
101.043,164.596
164.622,100.329
164.623,99.582
98.909,164.598
98.362,164.525
164.393,97.911
97.466,164.171
97.017,163.865
163.516,96.637
163.021,96.214
95.749,162.410
95.447,161.969
94.518,160.713
158.306,92.658
157.402,91.981
153.371,89.046
144.637,82.530
141.476,80.223
139.105,78.428
77.016,137.159
135.562,75.826
134.723,75.184
74.505,133.931
73.479,132.801
73.207,132.407
130.921,72.304
71.176,129.268
127.208,69.621
122.871,66.428
64.258,120.028
118.896,63.434
116.519,61.653
108.656,55.881
53.673,105.745
103.699,52.175
50.066,100.948
96.875,47.113
40.602,88.159
38.283,84.965
79.773,34.392
